variety_name,crop,segment,plant_characteristics,fruit_characteristics,resistance_codes,cultivation_environment,description,variety_names.country,variety_names.commercial_name,variety_names.registration_status,image
192-954,Tomato,,"Indeterminate cluster cherry tomato, early, dark
green-small size leaves, vigorous plant, short internodes.","Red color, round, 15-20 gr, uniform cluster shape,
non-cracking, firm.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, ToTV","Autumn, spring and winter seasons in greenhouse.","Plant: Indeterminate cluster cherry tomato, early, dark
green-small size leaves, vigorous plant, short internodes.
Fruit: Red color, round, 15-20 gr, uniform cluster shape,
non-cracking, firm.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,192-954.jpg
192-958,Tomato,,"Indeterminate cluster cherry tomato, early, dark
green-small size leaves, very vigorous plant, thick stem, short internodes.","Red color, round, 10-15 gr, uniform cluster shape, very good taste, non-cracking, firm.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, ToBRFV","Autumn, spring and winter seasons in greenhouse.","Plant: Indeterminate cluster cherry tomato, early, dark
green-small size leaves, very vigorous plant, thick stem, short internodes.
Fruit: Red color, round, 10-15 gr, uniform cluster shape, very good taste, non-cracking, firm.
Cultivation: Autumn, spring and winter seasons in greenhouse.",,,,192-958.jpg
192-963,Tomato,,"Indeterminate round cluster cherry tomato, vigorous plant, dark green leaves, short internodes, early.","Round, red color, firm, 14-16 fruit per cluster, good cluster shape, 15-20 g.","HR: ToMV, Vd, Va, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj, ToBRFV, ToTV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate round cluster cherry tomato, vigorous plant, dark green leaves, short internodes, early.
Fruit: Round, red color, firm, 14-16 fruit per cluster, good cluster shape, 15-20 g.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,192-963.jpg
192-964,Tomato,,"Indeterminate round cluster cherry tomato, vigorous plant, short internodes, early.","Round, red color, firm, 30-35 g.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate round cluster cherry tomato, vigorous plant, short internodes, early.
Fruit: Round, red color, firm, 30-35 g.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,192-964.jpg
192-965,Tomato,,"Indeterminate round cluster cherry tomato, vigorous plant, dark green leaves, short internodes, early.","Round, red color, firm, 15-20 g, good cluster shape, firm, non-cracking.","HR: ToMV, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj, ToTV, ToBRFV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate round cluster cherry tomato, vigorous plant, dark green leaves, short internodes, early.
Fruit: Round, red color, firm, 15-20 g, good cluster shape, firm, non-cracking.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Morocco,SIRALI F1,Registered,192-965.jpg
192-972,Tomato,,"Indeterminate brown cocktail tomato, vigorous plant, dark green leaves, early.","Brown color, strawberry shape, very firm, good taste, 30-35 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate brown cocktail tomato, vigorous plant, dark green leaves, early.
Fruit: Brown color, strawberry shape, very firm, good taste, 30-35 gr.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,192-972.jpg
192-974,Tomato,,"Indeterminate tiger cocktail tomato, short internodes, early, dark green-small size leaves.","Round shape, very firm, green stripes on brown skin, high lycopene, 45 gr, non-cracking.","HR: ToMV, Va, Vd, Fol 0, Ff A-B / IR: TYLCV, Ma, Mi, Mj","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate tiger cocktail tomato, short internodes, early, dark green-small size leaves.
Fruit: Round shape, very firm, green stripes on brown skin, high lycopene, 45 gr, non-cracking.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Azerbaijan,TURA F1,In Progress,192-974.jpg
,,,,,,,,Japan,TIGER F1,In Progress,
,,,,,,,,Russian Federation,TIGER F1,Registered,
192-976,Tomato,,"Indeterminate tiger cocktail tomato, short internodes, very early, dark green leaves.","Oval shape, very firm, green stripes on brown skin, high lycopene, 35-40 gr, tasty.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate tiger cocktail tomato, short internodes, very early, dark green leaves.
Fruit: Oval shape, very firm, green stripes on brown skin, high lycopene, 35-40 gr, tasty.
Cultivation: Autumn, winter and spring seasons in greenhouse.",China,TEAGUE F1,In Progress,192-976.jpg
192-985,Tomato,,"Indeterminate brown cherry tomato, vigorous plant, dark green leaves, early.","Brown color, oval shape, very firm, good taste, 20-25 gr, very tasty.","HR: ToMV, Va, Vd, Fol 0-2 / IR: TYLCV, ToBRFV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate brown cherry tomato, vigorous plant, dark green leaves, early.
Fruit: Brown color, oval shape, very firm, good taste, 20-25 gr, very tasty.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Morocco,CHOCOLINA F1,In Progress,192-985.jpg
,,,,,,,,Spain,CHOCOLINA F1,In Progress,
192-987,Tomato,,"Indeterminate loose tomato, very vigorous plant, early.","Pink color, slightly flat, 240-260 gr, firm, attractive color, productive.","HR: ToMV, Va, Vd, Fol 0-1, For, FfA-E / IR: TYLCV, Ma, Mi, Mj,
Ss",Autumn and spring seasons in greehouse.,"Plant: Indeterminate loose tomato, very vigorous plant, early.
Fruit: Pink color, slightly flat, 240-260 gr, firm, attractive color, productive.
Cultivation: Autumn and spring seasons in greehouse.",,,,192-987.jpg
192-992,Tomato,,"Indeterminate miniplum, vigorous plant, short internodes, early. HR: ToMV, Va, Vd, Fol 0-1","Purple color, oval shape, firm, tolerant to cracking, 20-25 gr, very tasty.",,"Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate miniplum, vigorous plant, short internodes, early. HR: ToMV, Va, Vd, Fol 0-1
Fruit: Purple color, oval shape, firm, tolerant to cracking, 20-25 gr, very tasty.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,192-992.jpg
192-993,Tomato,,"Indeterminate loose purple cherry tomato, compact, very short internodes, early.","Purple color, oval shape, firm, 25-30 gr, tasty.","HR: ToMV, Vd, Va, Fol 0-1 / IR: ToTV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate loose purple cherry tomato, compact, very short internodes, early.
Fruit: Purple color, oval shape, firm, 25-30 gr, tasty.
Cultivation: Autumn, winter and spring seasons in greenhouse.",,,,192-993.jpg
192-994,Tomato,,"Indeterminate purple cherry tomato, vigorous plant, short internodes, early.","Purple color, oval shape, firm, tolerant to cracking, 15-20 gr, tasty, very productive.","HR: ToMV, Fol 0 / IR: ToBRFV","Autumn, winter and spring seasons in greenhouse.","Plant: Indeterminate purple cherry tomato, vigorous plant, short internodes, early.
Fruit: Purple color, oval shape, firm, tolerant to cracking, 15-20 gr, tasty, very productive.
Cultivation: Autumn, winter and spring seasons in greenhouse.",Mexico,PURPURINA F1,In Progress,192-994.jpg
,,,,,,,,Spain,PURPURINA F1,In Progress,
,,,,,,,,China,COLEMAN F1,Registered,
,,,,,,,,Turkmenistan,KEREM F1,Registered,
,,,,,,,,Chile,PURPURINA F1,In Progress,
202-1070,Tomato,,"Determinate saladette, very vigorous, good leaf cover, productive.","Red color, oval shape, firm fruit, no green shoulder, 140-160 gr.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TSWV",Open field.,"Plant: Determinate saladette, very vigorous, good leaf cover, productive.
Fruit: Red color, oval shape, firm fruit, no green shoulder, 140-160 gr.
Cultivation: Open field.",,,,202-1070.jpg
202-1072,Tomato,,"Determinate saladette, very vigorous, dark green leaves, good leaf cover, good hot tolerance.","Red color, oval shape, firm fruit, no green shoulder, 120-140 gr.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TSWV",Open field.,"Plant: Determinate saladette, very vigorous, dark green leaves, good leaf cover, good hot tolerance.
Fruit: Red color, oval shape, firm fruit, no green shoulder, 120-140 gr.
Cultivation: Open field.",Georgia,M?SL?NA F1,Registered,202-1072.jpg
202-1073,Tomato,,"Determinate saladette, very vigorous, dark green leaves, good leaf cover.","Red shiny color, oval shape, firm fruit, no green shoulder, 160-180 gr, homogenous size.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TSWV, Ma, Mi, Mj, ToTV,
Ss",Open field.,"Plant: Determinate saladette, very vigorous, dark green leaves, good leaf cover.
Fruit: Red shiny color, oval shape, firm fruit, no green shoulder, 160-180 gr, homogenous size.
Cultivation: Open field.",Morocco,SOLIS F1,Registered,202-1073.jpg
,,,,,,,,Turkmenistan,NOWA F1,Registered,
202-1075,Tomato,,"Determinate saladette, very vigorous, dark green leaves, compact, good leaf cover.","Red shiny color, oval shape, firm, no green shoulder,
160-180 gr.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TSWV",Open field.,"Plant: Determinate saladette, very vigorous, dark green leaves, compact, good leaf cover.
Fruit: Red shiny color, oval shape, firm, no green shoulder,
160-180 gr.
Cultivation: Open field.",Brazil,PANTANEIRO F1,Registered,202-1075.jpg
202-1077,Tomato,,"Determinate saladette, vigorous, good leaf cover.","Red color, oval shape, firm, no green shoulder, 160-180 gr.","HR: ToMV, Va, Vd, Fol 0-1-2, For / IR: TSWV",Open field.,"Plant: Determinate saladette, vigorous, good leaf cover.
Fruit: Red color, oval shape, firm, no green shoulder, 160-180 gr.
Cultivation: Open field.",Brazil,PANTANEIRO F1,Registered,202-1077.jpg
202-1078,Tomato,,"Determinate saladette, vigorous, compact, dark green leaves,  good leaf cover, good hot tolerance.","Red color, oval shape, firm, no green shoulder, 140-160 gr.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV",Open field.,"Plant: Determinate saladette, vigorous, compact, dark green leaves,  good leaf cover, good hot tolerance.
Fruit: Red color, oval shape, firm, no green shoulder, 140-160 gr.
Cultivation: Open field.",,,,202-1078.jpg
202-110,Tomato,,"Indeterminate round loose tomato, open plant, small size leaves, mid-long internodes.","Red color, round shape, 240-260 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, open plant, small size leaves, mid-long internodes.
Fruit: Red color, round shape, 240-260 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-110.jpg
202-245,Tomato,,"Indeterminate round loose tomato, vigrous plant,
mid-early, dark green leaves.","Red color, round, 220-240 gr, very firm.","HR:ToMV, Va, Vd, Fol 0-1-2, Ff A-E / IR: TYLCV, TSWV, Ma,
Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, vigrous plant,
mid-early, dark green leaves.
Fruit: Red color, round, 220-240 gr, very firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-245.jpg
202-246,Tomato,,"Indterminate loose tomato, vigrous plant, productive.","Red color, slightly flat and ribbed, 240-260 gr, firm.","HR:ToMV, Va, Vd, Fol 0-1-2, For / IR: TYLCV, TSWV",Autumn and spirng seasons in greenhouse.,"Plant: Indterminate loose tomato, vigrous plant, productive.
Fruit: Red color, slightly flat and ribbed, 240-260 gr, firm.
Cultivation: Autumn and spirng seasons in greenhouse.",Vietnam,DOTA 86 F1,Registered,202-246.jpg
202-266,Tomato,,"Indeterminate round red loose tomato, very vigorous plant, dark green leaves, very good leag coverage.","Red, slightly flat, very firm, 230-250 gr, high setting under hot conditions.","HR: ToMV, Va, Vd, Fol 0-1-2, For / IR: TSWV",Spring season in greenhouse and open field.,"Plant: Indeterminate round red loose tomato, very vigorous plant, dark green leaves, very good leag coverage.
Fruit: Red, slightly flat, very firm, 230-250 gr, high setting under hot conditions.
Cultivation: Spring season in greenhouse and open field.",,,,202-266.jpg
202-278,Tomato,,"Indeterminate loose tomato, vigorous, short internodes, compact, early.","Red color, globe, 250-270 g, firm.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate loose tomato, vigorous, short internodes, compact, early.
Fruit: Red color, globe, 250-270 g, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-278.jpg
202-287,Tomato,,"Indeterminate loose beef tomato, vigorous, early.","Red color, slightly flat and ribbed, firm, 280-300 gr.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate loose beef tomato, vigorous, early.
Fruit: Red color, slightly flat and ribbed, firm, 280-300 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-287.jpg
202-387,Tomato,,"Indeterminate loose tomato, very vigorous plant, dark green leaves, early.","Red color, slightly flat, 230-250 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1-2, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate loose tomato, very vigorous plant, dark green leaves, early.
Fruit: Red color, slightly flat, 230-250 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-387.jpg
202-390,Tomato,,"Indeterminate round loose tomato, vigorous plant, short internodes, early, productive.","Red color, round, smooth skin, atractive open calyx, 260-280 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, vigorous plant, short internodes, early, productive.
Fruit: Red color, round, smooth skin, atractive open calyx, 260-280 gr, firm.
Cultivation: Autumn and spring seasons in greenhouse.",Brazil,TOROS F1,Registered,202-390.jpg
,,,,,,,,Azerbaijan,SENEM F1,Registered,
,,,,,,,,Kazakhstan,OLYMP?A F1,Registered,
,,,,,,,,Chile,MAGNO F1,In Progress,
,,,,,,,,Iran,ROBINA F1,In Progress,
202-393,Tomato,,"Indeterminate round loose tomato, open plant, short internodes, very early.","Red color, round, very firm, 200-220 g, getting color quickly.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV",Autumn and early spring seasons in greenhouse.,"Plant: Indeterminate round loose tomato, open plant, short internodes, very early.
Fruit: Red color, round, very firm, 200-220 g, getting color quickly.
Cultivation: Autumn and early spring seasons in greenhouse.",,,,202-393.jpg
202-401,Tomato,,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot .","Dark red, round, firm, 220-240 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse and open field.,"Plant: Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot .
Fruit: Dark red, round, firm, 220-240 gr.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,202-401.jpg
202-403,Tomato,,"Indeterminate loose tomato, short internodes, vigorous, very early, getting color quickly.","Dark red color, flat, firm, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring season in greenhouse.,"Plant: Indeterminate loose tomato, short internodes, vigorous, very early, getting color quickly.
Fruit: Dark red color, flat, firm, 260-280 gr.
Cultivation: Autumn and spring season in greenhouse.",,,,202-403.jpg
202-411,Tomato,,"Indeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.","Red color, slightly flat and ribbed, firm, 300-310 gr.","HR:ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.
Fruit: Red color, slightly flat and ribbed, firm, 300-310 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-411.jpg
202-420,Tomato,,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot.","Dark red, slightly flat, firm, 240-260 gr.",HR: CGMMV / IR: CMV,Autumn and spring seasons in greenhouse and open field.,"Plant: Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot.
Fruit: Dark red, slightly flat, firm, 240-260 gr.
Cultivation: Autumn and spring seasons in greenhouse and open field.",China,YVETTE F1,In Progress,202-420.jpg
,,,,,,,,Kazakhstan,KKBR? F1,In Progress,
,,,,,,,,Georgia,BORAN F1,In Progress,
,,,,,,,,Russian Federation,YANICHAR F1,Registered,
202-422,Tomato,,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early.","Dark red, slightly flat, firm, 220-240 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.,"Plant: Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early.
Fruit: Dark red, slightly flat, firm, 220-240 gr.
Cultivation: Autumn and spring seasons in greenhouse.",,,,202-422.jpg
202-441,Tomato,,"Indeterminate red loose tomato, vigorous plant, early, good leaf coverage.","Globe shape, short-oval, red color, firm, 180-200 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse and open field.,"Plant: Indeterminate red loose tomato, vigorous plant, early, good leaf coverage.
Fruit: Globe shape, short-oval, red color, firm, 180-200 gr.
Cultivation: Autumn and spring seasons in greenhouse and open field.",,,,202-441.jpg
202-503,Tomato,,"Indeterminate cluster tomato, vigorous plant, small size leaves, early, short internodes.","Slightly flat, dark red color, firm, 120-140 gr, 5-6 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Autumn, winter and spring season in greenhouse and hydroponic culture.","Plant: Indeterminate cluster tomato, vigorous plant, small size leaves, early, short internodes.
Fruit: Slightly flat, dark red color, firm, 120-140 gr, 5-6 fruit per cluster.
Cultivation: Autumn, winter and spring season in greenhouse and hydroponic culture.",,,,202-503.jpg
