CROPS,CODE,PLANT,FRUIT,RESISTANCE,CULTIVATION
Tomato,202-287,"Indeterminate loose beef tomato, vigorous, early.","Red color, slightly flat and ribbed, firm, 280-300 gr.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.
Tomato,202-387,"Indeterminate loose tomato, very vigorous plant, dark green leaves, early.","Red color, slightly flat, 230-250 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1-2, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,202-390,"Indeterminate round loose tomato, vigorous plant, short internodes, early, productive.","Red color, round, smooth skin, atractive open calyx, 260-280 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,202-393,"Indeterminate round loose tomato, open plant, short internodes, very early.","Red color, round, very firm, 200-220 g, getting color quickly.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV",Autumn and early spring seasons in greenhouse.
Tomato,202-401,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot .","Dark red, round, firm, 220-240 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse and open field.
Tomato,202-403,"Indeterminate loose tomato, short internodes, vigorous, very early, getting color quickly.","Dark red color, flat, firm, 260-280 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring season in greenhouse.
Tomato,202-411,"Indeterminate loose beef tomato, vigorous plant, dark green leaves, good leaf coverage, early.","Red color, slightly flat and ribbed, firm, 300-310 gr.","HR:ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-420,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early, high setting under hot.","Dark red, slightly flat, firm, 240-260 gr.",HR: CGMMV / IR: CMV,Autumn and spring seasons in greenhouse and open field.
Tomato,202-422,"Indeterminate round red loose tomato, vigorous plant, short internodes, dark green leaves, early.","Dark red, slightly flat, firm, 220-240 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,202-441,"Indeterminate red loose tomato, vigorous plant, early, good leaf coverage.","Globe shape, short-oval, red color, firm, 180-200 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse and open field.
Tomato,202-503,"Indeterminate cluster tomato, vigorous plant, small size leaves, early, short internodes.","Slightly flat, dark red color, firm, 120-140 gr, 5-6 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Autumn, winter and spring season in greenhouse and hydroponic culture."
Tomato,202-515,"Indeterminate cluster tomato, vigorous plant, mid-early, high setting.","Round ,red color, firm, 120-140 gr, 6-8 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV, TSWV","Autumn, winter and spring season in greenhouse."
Tomato,202-517,"Indeterminate cluster tomato, vigorous plant, early, high setting.","Slightly flat, dark red color, very firm, 100-110 gr, 6-8 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, Ff
A-B / IR: TYLCV, Ma, Mi, Mj, Ss","Autumn, winter and spring season in greenhouse."
Tomato,202-521,"Indeterminate cluster tomato, vigorous plant, early,  short internodes.","Slightly flat, red color, firm, 120-140 gr, 5-6 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV","Autumn, winter and spring season in greenhouse and hydroponic culture."

Tomato,202-539,"Indeterminate cluster tomato, vigorous plant, dark green leaves, very early, compackt,  short internodes.","Slightly flat, dark red color, firm, 120-140 gr, 5-6 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, TSWV","Autumn, winter and spring season in greenhouse and hydroponic culture."
Tomato,202-545,"Indeterminate cluster tomato, vigorous plant, early, short internodes.","Round, red color, firm, 90-100 gr, 6-8 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1, Ff
A-B / IR: TYLCV, Ma, Mi, Mj, Ss","Autumn, winter and spring season in greenhouse."
Tomato,202-547,"Indeterminate cluster tomato, vigorous plant,
mid-early, short internodes.","Round ,red color, firm, 120-140 gr, 6-8 fruit per cluster.","HR:ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ss","Autumn, winter and spring season in greenhouse."
Tomato,202-586,"Indeterminate cluster tomato, vigorous plant, small size leaves, short internodes, early.","Yellow color, round shape, firm, non-cracking, 120-130 gr, suitable for cluster harvest.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR:  ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,202-588,"Indeterminate cluster tomato, vigorous plant, early.","Yellow color, oval shape, firm, non-cracking, 60-70 gr, suitable for cluster harvest.","HR: ToMV, Va, Vd, Fol 0-1",Autumn and spring seasons in greenhouse.
Tomato,202-594,"Indeterminate cluster tomato, very vigorous plant, early.","Yellow color, round shape, non-cracking, long cluster, 90-100 gr, suitable for cluster harvest.","HR: ToMV, Va, Vd, Fol 0-1, For",Autumn and spring seasons in greenhouse and hydroponic culture.
Tomato,202-602,"Indeterminate round loose tomato, short internodes, vigorous, early.","Yellow color, round, firm, 120-140 gr, productive.","HR: ToMV, Va, Vd, Fol 0-1, For",Autumn and spring seasons in greenhouse.
Tomato,202-608,"Indeterminate round loose tomato, short internodes, vigorous, early.","Yellow color, round, firm, 200-250 gr, productive.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: ToTV",Autumn and spring seasons in greenhouse and active culture.
Tomato,202-652,"Indeterminate saladette tomato, vigorous plant, dark green leaves, mid-early.","Red color, oval shape, 120-140 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,202-658,"Indeterminate oval loose tomato, vigorous plant, mid-early.","Oval, red color, 140-160 gr, firm, productive.","HR: ToMV, Va, Vd, Fol 0-1-2, Ff A-E  / IR: TYLCV, TSWV, Ss",Autumn and spring seasons in greenhouse.
Tomato,202-661,"Indeterminate saladette tomato, vigorous plant, dark green leaves, early, productive.","Red color, oval shape, 130-150 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1-2 / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-665,"Indeterminate oval loose tomato, vigorous plant, short internodes, early.","Oval-elongated, red color, 120-140 gr, firm, productive.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,202-670,"Indeterminate oval loose tomato, vigorous plant, mid-early.","Oval, red color, 200-220 gr, firm, productive.","HR: ToMV, Va, Vd, Fol 0-1-2, Ff A-B  / IR: TSWV, Ss",Autumn and spring seasons in greenhouse.
Tomato,202-751,"Indterminate loose beef tomato, vigorous plant, short internodes, mid-early.","Pink color, slightly flat and ribbed, 350-400 gr, firm.","HR:ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.

Tomato,202-756,"Indeterminate pink loose tomato, vigorous plant, early, productive.","Pink color, shiny,  pear shape (ox heart), sliced, 220-240 gr, firm.","HR:ToMV, Va, Vd, Fol 0-1",Autumn and spring seasons in greenhouse.
Tomato,202-764,"Indeterminate pink cluster tomato, very vigorous plant, productive.","Pink color, round, 6-8 fruits per cluster, 60-70 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1, For",Autumn and spring seasons in greenhouse and hydroponic culture.
Tomato,202-785,"Indeterminate heirlom tomato, vigorous, short internodes, mid-early.","Red color with green shoulder, flat, sliced, 220-240 gr, firm.","HR:ToMV, Va, Vd, Fol 0-1, For / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-791,"Indeterminate heirlom tomato, vigorous, short internodes, mid-early.","Red color with green shoulder, green striped,  flat, sliced,
260-280 gr, firm.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-799,"Indeterminate loose heirloom tomato, vigorous, early, compact, productive.","Flat and sliced, red flesh color, firm, 280-300 gr, red color at mature stage, long shelf life.","HR: ToMV, Vd, Va, Fol 0-1, Ff A-E / IR: TYLCV","Autumn, winter and spring seasons in greenhouse."
Tomato,202-814,"Indeterminate loose tomato, very vigorous plant, short internodes.","Green fruit color with dark green-purple stripes on shoulder, shiny, slightly flat, firm, 140-160 gr.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-89,"Indeterminate round loose tomato, open plant, small size leaves, mid-long internodes.","Red color, round shape, 240-260 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,202-890,"Indeterminate loose tomato, short internodes,
compact-open plant, early.","Pink color, round, 200-220 gr, firm, tasty.","HR:ToMV, Va, Vd, Fol 0-1, For",Autumn and spring seasons in greenhouse.
Tomato,202-949,"Indeterminate cherry tomato, short internodes, dark green leaves, very early.","Round, red color, 15-20 gr, getting color quickly, very sweet.","HR:ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, Ma, Mi, Mj, ToBRFV, ToTV","Autumn, winter and spring seasons in greenhouse."
Tomato,202-954,"Indeterminate loose cherry tomato, short internodes, dark green leaves, very early, high setting.","Round, red, 10-15 gr, very sweet, high brix, non-cracking.","HR:ToMV, Va, Vd, Fol 0-1, Ff A-E / IR: TYLCV, ToTV","Autumn, winter and spring seasons in greenhouse."
Tomato,202-981,"Indeterminate loose miniplum tomato, short internodes, vigorous, early.","Red color, 15-20 gr, loose harvest, firm, tasty.","HR: ToMV, Fol 0, Ff A-B / IR: TYLCV, Ss, ToBRFV","Autumn, winter and spring seasons in greenhouse."
Tomato,202-983,"Indeterminate cluster cocktail tomato, vigorous plant, short internodes, early.","Yellow color, oval shape, non-cracking, firm, 35-40 gr, suitable for cluster harvest.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-B / IR: Ma, Mi, Mj, ToBRFV,
Ss",Autumn and spring seasons in greenhouse.
Tomato,211-230,"Indeterminate loose tomato, open plant, early.","Dark red shiny color, slightly flat and ribbed, 160-180 gr, very firm, G size, small calyx scar.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,211-244,"Indeterminate loose tomato, short internodes, mid-early.","Dark red color, slightly flat and ribbed, 200-220 gr, firm, GG size.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV",Autumn and spring seasons in greenhouse.

Tomato,211-247,"Indeterminate loose tomato, short internodes, early.","Red color, slightly flat and ribbed, 200-220 gr, firm, GG size.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,211-248,"Indeterminate loose tomato, vigorous, compact-short internodes, mid-early.","Red color, slightly flat and ribbed, 300-350 gr, firm, GG to GGG size.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,211-254,"Indeterminate loose tomato, mid-vigorous, mid-early.","Red color, slightly flat and ribbed, 200-210 gr, firm, G size.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV",Autumn and winter seasons in greenhouse.
Tomato,211-305,"Indeterminate loose tomato, vigorous, early, short internodes.","Red color, slightly flat, 200-220 gr firm, GG size.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV",Autumn and spring seasons in greenhouse.
Tomato,211-312,"Indeterminate loose tomato, vigorous, dark green leaves, early.","Red color, slightly flat and ribbed, 160-180 gr, firm,G size.","HR:MNSV, Fom 0-1",Autumn and winter seasons in greenhouse.
Tomato,211-313,"Indeterminate loose tomato, vigorous, dark green leaves, mid-early.","Red shiny color, slightly flat and ribbed, 190-200 gr, firm, G size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV,  ToBRFV",Autumn and winter seasons in greenhouse.
Tomato,211-322,"Indeterminate loose tomato, open plant, early.","Dark red shiny color, round, 160-180 gr, very firm, G size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV,  ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,211-325,"Indeterminate loose tomato, vigorous, mid-early.","Red shiny color, slightly flat and ribbed, 180-190 gr, very firm, G size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV, ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,211-332,"Indeterminate loose tomato, vigorous, early.","Red shiny color, round,
150-160 gr, very firm, G size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,211-339,"Indeterminate loose tomato, vigorous, early, short internodes.","Red color, round, 170-180 gr firm, G size.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,212-1076,"Indeterminate cocktail tomato, very vigorous plant, very early.","Short-oval, red color, 40 gr, good taste, loose harvest, long shelf life.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1133,"Indeterminate round loose cocktail tomato, vigorous, dark green leaves.","Red color, firm, 35-40 gr, good cluster shape, non-cracking, small calyx scar.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj",Autumn and spring seasons in greenhouse.
Tomato,212-1134,"Indeterminate loose cherry tomato, short internodes, dark green leaves, early.","Round, dark red color, 20-25 gr, very sweet.","HR:ToMV, Va, Vd, Fol 0-1 / IR: TYLCV","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1135,"Indeterminate loose miniplum tomato, short internodes, vigorous, early.","Red color, 15-20 gr, loose harvest, firm.","HR: ToMV, Vd, Va, Fol 0-1 / IR: TYLCV, ToBRFV, ToTV","Autumn, winter and spring seasons in greenhouse."

Tomato,212-1136,"Indeterminate loose miniplum tomato, short internodes, vigorous, very early.","Red color, getting color quickly, 15-20 gr, loose harvest, firm, tasty.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-B / IR: TYLCV, TSWV, Ma, Mi, Mj, ToBRFV, Ss, ToTV","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1139,"Indeterminate oval cherry tomato, short internodes, vigorous, dark green leaves, early.","Red color, strawberry shape, 12-16 gr, very firm.","HR: ToMV, Va, Vd, Fol 0, Ff A-E / IR: TYLCV, ToBRFV","Autumn, winter and spring seasons in greenhouse and hydroponic culture."
Tomato,212-1141,"Indeterminate loose miniplum tomato, short internodes, vigorous, early.","Red color, 18-20 gr, loose and cluster harvest, firm, very tasty.","HR: ToMV, Fol 0 / IR: TYLCV, ToBRFV, Ss, ToTV","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1142,"Indeterminate loose miniplum tomato, short internodes, mid-vigorous, early.","Red color, pear shaped, 18-20 gr, very firm, very tasty.","HR: ToMV, Vd, Va, Fol 0-1-2 / IR: TYLCV, TSWV, ToTV, Ss, ToBRFV","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1143,"Indeterminate miniplum tomato, short internodes, vigorous, dark green leaves, early.","Red color, short oval shape, 15-20 gr, very firm.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TYLCV, Ma, Mi, Mj","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1144,"Indeterminate loose cocktail tomato, vigorous, mid-long internodes, early, small size leaves.","Oval, white color, 55-60 gr, crispy, tasty.","HR: ToMV, Vd, Va, Fol 0-1, For, Ff A-E / IR: TYLCV, Ma,
Mi, Mj, ToTV, Ss",Autumn and spring seasons in greenhouse.
Tomato,212-1145,"Indeterminate loose cocktail tomato, vigorous, mid-long internodes, early, small size leaves.","Oval, white color, yellow color on shoulders, 30-35 gr, tasty.","HR: ToMV, Va, Vd, Fol 0-1, For, Ff A-E / IR: TYLCV, Ma, Mi, Mj, Ss, ToTV",Autumn and spring seasons in greenhouse.
Tomato,212-1147,"Indeterminate loose cocktail tomato, vigorous, short internodes, small size leaves.","Round, black color, internal flesh color red, 30-35 gr.","HR: ToMV, Vd, Va, Fol 1, Ff A-B / IR: TSWV, Ma, Mi, Mj, ToBRFV",Autumn and spring seasons in greenhouse.
Tomato,212-1150,"Indeterminate cocktail tomato, short internodes, dark green leaves.","Round, black color, 35-40 gr, pinkish flesh color, very firm.","HR:ToMV, Va, Vd, Fol 0, Ff A-B
/ IR: Ma, Mi, Mj","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1153,"Indeterminate loose cocktail tomato, vigorous, short internodes, productive.","Slightly flat, black color, internal flesh color red, 80-90 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR:
Ma, Mi, Mj",Autumn and spring seasons in greenhouse.
Tomato,212-1212,"Indeterminate loose miniplum tomato, short internodes, vigorous, very early.","Red color, 15-20 fruits per cluster, 15-20 gr, loose harvest, firm, long shelf life, tasty.","HR: ToMV, Va, Vd, Fol 0-1, Ff A-B / IR: TYLCV, ToBRFV, Ss","Autumn, winter and spring seasons in greenhouse."
Tomato,212-1319,"Determinate saladette, vigorous, dark green leaves, compact, early.","Red shiny color, oval shape, firm, no green shoulder,
170-180 gr.","HR: ToMV, Va, Vd, Fol 0-1 / IR: TSWV, Ma, Mi, Mj",Open field.
Tomato,212-201,"Indeterminate round loose tomato, short internodes, vigorous, mid-early.","Red color, round, 230-250 g, firm, star calyx.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
Tomato,212-213,"Indeterminate round loose tomato, open plant, short internodes, early.","Red color, round, very firm, 200-210 g, uniform size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn season in greenhouse.

Tomato,212-214,"Indeterminate round loose tomato, open plant, short internodes, early.","Red color, slightly flat, very firm, 220-240 g, uniform size.","HR: ToMV, Vd, Va, Fol 0-1, For
/ IR: TYLCV, TSWV, Ma, Mi, Mj",Autumn season in greenhouse.
Tomato,212-217,"Indeterminate loose tomato, open plant, early, small size leaves.","Red color, round, 140-160 gr, firm.","HR: ToMV, Va, Vd, Fol 0-1, For
/ IR: TYLCV, TSWV",Autumn and spring seasons in greenhouse.
